date,variety_id,variety_name,month,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,tech1,tech2,tech3,tech4,tech5,tech6,tech7,tech8,tech9,tech10,tech11,tech12,tech13,tech14,tech15,tech16,tech17,tech18,tech19,tech20,tech21,tech22,tech23,tech24
2025-10-15,0,NVDA,10,0.2240,0.5980,0.4200,0.5000,0.8500,0.7500,0.3200,0.6500,0.5800,0.6200,0.4200,0.5729,0.6500,0.5500,0.2862,0.5151,0.9918,1.0000,0.3271,0.6729,0.1057,0.5234,0.6861,0.4956,0.2726,0.2710,0.8766,0.2714,0.4800,0.1866,0.2501,0.3032,0.6968,0.4997,0.5003,0.6630,0.5482,0.5000
2025-10-15,1,AAPL,10,0.2380,0.5720,0.4200,0.5200,0.7800,0.6800,0.4200,0.5500,0.5800,0.5800,0.4410,0.5690,0.6800,0.5000,0.3408,0.7691,0.9233,1.0000,0.3410,0.6590,0.0830,0.3552,0.3505,0.5253,0.3372,0.3548,0.8199,0.2277,0.2572,0.0705,0.2891,0.5618,0.4382,0.8163,0.1837,0.5690,0.7409,0.5000
2025-10-15,2,AMZN,10,0.2380,0.5720,0.4200,0.5200,0.7800,0.6500,0.4800,0.5800,0.5800,0.5800,0.4410,0.3443,0.5800,0.5000,0.1945,0.2026,0.5288,0.5000,0.1466,0.8534,0.0804,0.4679,0.4933,0.4848,0.2980,0.3605,0.0813,0.2527,0.3510,0.1767,0.4431,0.1378,0.8622,0.1131,0.8869,0.4836,0.4653,0.5000
2025-10-15,3,COIN,10,0.2520,0.4940,0.4200,0.5200,0.6500,0.5500,0.4200,0.5500,0.5800,0.5800,0.5040,0.5826,0.4800,0.5500,0.1425,0.6944,0.9857,1.0000,0.3736,0.6264,0.2840,0.5973,1.0000,0.4388,0.0671,0.3290,0.8479,0.1707,0.2263,0.3052,0.3902,0.3331,0.6669,0.4051,0.5949,0.7440,0.3261,0.5000
2025-10-15,4,CRCL,10,0.2800,0.5200,0.4200,0.4800,0.4200,0.3500,0.5000,0.4000,0.5800,0.3800,0.4200,0.4645,0.4000,0.4200,0.2046,0.4125,0.4414,0.5000,0.3856,0.6144,0.2374,0.5721,1.0000,0.5006,0.1068,0.7419,0.7148,0.3394,0.1564,0.4154,0.2954,0.3180,0.6820,0.3231,0.6769,0.4614,0.5000,0.5000
2025-10-15,5,GME,10,0.2800,0.5200,0.4200,0.4800,0.2500,0.2800,0.3500,0.2500,0.5800,0.4000,0.4200,0.2628,0.3000,0.4200,0.0159,0.2731,0.1509,0.5000,0.1380,0.8620,0.2278,0.3784,0.8133,0.5293,0.3007,0.0200,0.0254,0.3112,0.0809,0.3351,0.1694,0.0958,0.9042,0.2027,0.7973,0.6654,0.2585,0.5000
2025-10-15,6,GOOGL,10,0.2380,0.5720,0.4200,0.5200,0.7500,0.6800,0.4500,0.5800,0.5800,0.5500,0.4410,0.7495,0.5500,0.5000,0.7084,0.9472,0.9987,1.0000,0.7603,0.2397,0.0682,0.5647,0.4698,0.5899,0.6281,0.6515,0.5524,0.3607,0.2735,0.1600,0.1242,0.7535,0.2465,0.9205,0.0795,0.3030,0.6194,0.5000
2025-10-15,7,HOOD,10,0.2520,0.4940,0.4200,0.5200,0.6000,0.5200,0.4500,0.5200,0.5800,0.5500,0.5040,0.6409,0.4500,0.5200,0.3252,0.9669,1.0000,1.0000,0.4507,0.5493,0.2961,0.5819,1.0000,0.4763,0.0983,0.2898,0.9898,0.1059,0.2393,0.0206,0.2567,0.4203,0.5797,0.6613,0.3387,0.5264,0.5773,0.5000
2025-10-15,8,LMT,10,0.2660,0.6240,0.4410,0.5000,0.6800,0.6000,0.5000,0.5200,0.5800,0.5200,0.4200,0.6929,0.5200,0.5500,0.5774,0.8835,0.8571,1.0000,0.5627,0.4373,0.0995,0.6402,0.3778,0.4544,0.3616,0.5051,0.8749,0.5285,0.3643,0.1527,0.2166,0.6544,0.3456,0.8257,0.1743,0.5369,0.2166,0.5000
2025-10-15,9,MARA,10,0.2520,0.4940,0.4200,0.5200,0.4200,0.3800,0.4800,0.5200,0.5800,0.5500,0.5040,0.9302,0.4000,0.5000,1.0000,1.0000,0.9998,1.0000,1.0000,0.0000,0.3518,0.7967,1.0000,0.6063,0.9317,0.9966,1.0000,0.1550,0.2571,0.1598,0.2796,0.9210,0.0790,0.9320,0.0680,0.9327,0.4831,0.5000
2025-10-15,10,MCD,10,0.2800,0.5980,0.4200,0.5200,0.7000,0.6200,0.5200,0.4800,0.5800,0.5000,0.4200,0.5949,0.5500,0.4500,0.6745,0.4922,0.5731,0.5000,0.8137,0.1863,0.0464,0.5486,0.2893,0.5091,0.6764,0.5971,0.5080,0.1714,0.3075,0.2010,0.2813,0.7743,0.2257,0.4823,0.5177,0.5136,0.4083,0.5000
2025-10-15,11,META,10,0.2380,0.5720,0.4200,0.5200,0.7200,0.7000,0.4200,0.6000,0.5800,0.5500,0.4410,0.4061,0.5000,0.4800,0.2389,0.2201,0.8015,0.5000,0.3146,0.6854,0.1250,0.3884,0.4933,0.5501,0.4980,0.5018,0.0690,0.3302,0.1525,0.2419,0.4286,0.2711,0.7289,0.2570,0.7430,0.6748,0.3157,0.5000
2025-10-15,12,MSFT,10,0.2380,0.5720,0.4200,0.5200,0.8000,0.7200,0.4000,0.6200,0.5800,0.6000,0.4410,0.5964,0.6500,0.5200,0.4430,0.5157,0.9320,1.0000,0.3962,0.6038,0.0441,0.5609,0.3290,0.4989,0.3929,0.4250,0.5582,0.2504,0.2526,0.1465,0.2248,0.3228,0.6772,0.5338,0.4662,0.5434,0.4753,0.5000
2025-10-15,13,MSTR,10,0.2520,0.4940,0.4200,0.5200,0.5500,0.4200,0.3800,0.5800,0.5800,0.6200,0.5040,0.1566,0.4200,0.5500,0.0098,0.0196,0.0466,0.0000,0.0873,0.9127,0.2236,0.4875,1.0000,0.4482,0.1132,0.0441,0.0294,0.2128,0.1810,0.2208,0.3897,0.0604,0.9396,0.0361,0.9639,0.8053,0.5267,0.5000
2025-10-15,14,NFLX,10,0.2380,0.5720,0.4200,0.5200,0.7000,0.6500,0.4500,0.5500,0.5800,0.5500,0.4410,0.5175,0.5500,0.4800,0.5067,0.4399,0.8541,0.5000,0.5072,0.4928,0.0744,0.4850,0.4493,0.4604,0.4550,0.6663,0.3278,0.1786,0.1615,0.2508,0.3167,0.6132,0.3868,0.5206,0.4794,0.4035,0.4191,0.5000
2025-10-15,15,PLTR,10,0.2380,0.5720,0.4200,0.5200,0.6500,0.5500,0.3500,0.5800,0.5800,0.5500,0.4410,0.6376,0.5000,0.5200,0.4510,0.7835,0.9998,1.0000,0.4480,0.5520,0.0756,0.5048,0.8665,0.4973,0.3943,0.3273,0.9127,0.1293,0.1403,0.2005,0.1278,0.5439,0.4561,0.7822,0.2178,0.6880,0.4262,0.5000
2025-10-15,16,PYPL,10,0.3500,0.5720,0.4200,0.5600,0.5200,0.5000,0.5500,0.4500,0.5800,0.4800,0.4200,0.4082,0.5000,0.4800,0.2588,0.3988,0.2308,0.5000,0.3690,0.6310,0.1606,0.5257,0.8683,0.4327,0.1052,0.6213,0.4191,0.1836,0.1960,0.3199,0.5850,0.1598,0.8402,0.2268,0.7732,0.9062,0.4793,0.5000
2025-10-15,17,RIOT,10,0.2520,0.4940,0.4200,0.5200,0.4200,0.3800,0.4800,0.5200,0.5800,0.5500,0.5040,0.8654,0.4000,0.5000,0.9983,1.0000,1.0000,1.0000,0.8223,0.1777,0.3941,0.7714,1.0000,0.4892,0.5318,0.9856,0.9999,0.1173,0.1367,0.1153,0.1718,0.7597,0.2403,0.8647,0.1353,0.5434,0.4568,0.5000
2025-10-15,18,SNAP,10,0.2380,0.5720,0.4200,0.5200,0.4000,0.3500,0.5500,0.3500,0.5800,0.3500,0.4410,0.3892,0.4000,0.3800,0.1432,0.7374,0.0865,0.5000,0.2255,0.7745,0.1303,0.4397,1.0000,0.4949,0.2255,0.6567,0.4133,0.2320,0.0000,0.0000,0.5992,0.2216,0.7784,0.4244,0.5756,0.8904,0.5363,0.5000
2025-10-15,19,SPCX,10,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6276,0.5500,0.5000,0.4934,0.6331,0.8829,1.0000,0.4818,0.5182,0.0290,0.5613,0.2179,0.5161,0.4391,0.4627,0.5927,0.2470,0.2667,0.2220,0.3555,0.5626,0.4374,0.7982,0.2018,0.7467,0.5030,0.5000
2025-10-15,20,TSLA,10,0.2380,0.5720,0.4200,0.5200,0.6800,0.5200,0.3500,0.5000,0.5800,0.5200,0.4410,0.6594,0.4500,0.5500,0.5084,0.9835,0.9975,1.0000,0.5068,0.4932,0.0998,0.5336,0.9525,0.5549,0.4597,0.2104,0.6821,0.2424,0.1330,0.2647,0.2705,0.3997,0.6003,0.7827,0.2173,0.5943,0.3765,0.5000
2025-10-15,21,WPM,10,0.2940,0.5980,0.4200,0.5400,0.5800,0.5200,0.5000,0.5200,0.5800,0.5500,0.4200,0.7468,0.5000,0.5000,0.7203,0.8900,0.9980,1.0000,0.7340,0.2660,0.0808,0.5680,0.6089,0.5715,0.6390,0.4331,0.8479,0.3373,0.3259,0.1136,0.4180,0.6751,0.3249,0.8378,0.1622,0.7130,0.3737,0.5000
2025-10-15,22,SPY,10,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6363,0.5500,0.5000,0.5029,0.6431,0.8936,1.0000,0.5078,0.4922,0.0292,0.5660,0.2196,0.5178,0.4413,0.4694,0.6025,0.2101,0.5061,0.2449,0.3197,0.5841,0.4159,0.8154,0.1846,0.7354,0.4927,0.5000
2025-10-15,23,DIA,10,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6159,0.5500,0.5000,0.4915,0.6100,0.8072,1.0000,0.4713,0.5287,0.0238,0.5570,0.2234,0.5000,0.4640,0.4791,0.5524,0.1452,0.2567,0.4654,0.3662,0.5152,0.4848,0.7738,0.2262,0.4504,0.4243,0.5000
2025-10-15,24,GDX,10,0.2940,0.5980,0.4200,0.5400,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.8790,0.5500,0.5000,0.9746,0.9976,1.0000,1.0000,0.9838,0.0162,0.1507,0.7020,0.6151,0.6493,0.6425,0.8032,0.9985,0.5337,0.3001,0.2924,0.3812,0.9814,0.0186,0.9894,0.0106,0.8541,0.4581,0.5000
2025-10-15,25,IWM,10,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.8145,0.5500,0.5000,0.7898,0.8552,0.9571,1.0000,1.0000,0.0000,0.0468,0.6614,0.3483,0.5391,0.5726,0.6917,0.8424,0.2505,0.4844,0.2308,0.2756,0.8397,0.1603,0.9300,0.0700,0.5372,0.5427,0.5000
2025-10-15,26,QQQ,10,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6601,0.5500,0.5000,0.5288,0.7008,0.9393,1.0000,0.5633,0.4367,0.0365,0.5603,0.2816,0.5282,0.4252,0.4893,0.6827,0.2038,0.4574,0.2717,0.3175,0.5559,0.4441,0.8007,0.1993,0.8621,0.5462,0.5000
2025-10-15,27,URA,10,0.3080,0.5720,0.4200,0.4800,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.3990,0.9330,0.5500,0.5000,0.9993,0.9999,1.0000,1.0000,1.0000,0.0000,0.2360,0.8166,0.9561,0.5801,0.9415,0.9940,1.0000,0.2356,0.6104,0.3971,0.5882,0.8525,0.1475,0.9035,0.0965,0.4890,0.6383,0.5000
2025-10-15,28,URNM,10,0.3080,0.5720,0.4200,0.4800,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.3990,0.8975,0.5500,0.5000,0.9868,0.9985,1.0000,1.0000,1.0000,0.0000,0.1493,0.7221,0.8401,0.4910,0.8401,0.9392,0.9983,0.3913,0.5355,0.2781,0.5489,0.8281,0.1719,0.9052,0.0948,0.3033,0.5641,0.5000
