date,variety_id,variety_name,month,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,tech1,tech2,tech3,tech4,tech5,tech6,tech7,tech8,tech9,tech10,tech11,tech12,tech13,tech14,tech15,tech16,tech17,tech18,tech19,tech20,tech21,tech22,tech23,tech24,y,raw_change
2025-07-15,18,SNAP,7,0.2380,0.5720,0.4200,0.5200,0.4000,0.3500,0.5500,0.3500,0.5800,0.3500,0.4410,0.7021,0.4000,0.3800,0.9818,0.9589,0.2657,0.5000,0.8080,0.1920,0.2589,0.6835,0.8263,0.4749,0.5850,0.9066,0.9989,0.3251,0.2326,0.2651,0.4207,0.8278,0.1722,0.8278,0.1722,0.7950,0.3131,0.5000,0.593812,0.018987
2025-07-15,19,SPCX,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7303,0.5500,0.5000,0.6665,0.7809,0.7857,1.0000,0.6990,0.3010,0.0696,0.7081,0.1447,0.4842,0.5146,0.5390,0.8267,0.2936,0.2199,0.1908,0.3044,0.8376,0.1624,0.9194,0.0806,0.3531,0.1789,0.5000,0.515963,0.003194
2025-07-15,20,TSLA,7,0.2380,0.5720,0.4200,0.5200,0.6800,0.5200,0.3500,0.5000,0.5800,0.5200,0.4410,0.3881,0.4500,0.5500,0.2668,0.2711,0.4054,0.5000,0.3822,0.6178,0.1716,0.3642,0.8462,0.4234,0.7050,0.3678,0.1732,0.2469,0.1223,0.2139,0.1698,0.3201,0.6799,0.4113,0.5887,0.4021,0.3174,0.5000,0.668369,0.035041
2025-07-15,21,WPM,7,0.2940,0.5980,0.4200,0.5400,0.5800,0.5200,0.5000,0.5200,0.5800,0.5500,0.4200,0.6798,0.5000,0.5000,0.5873,0.7629,0.9953,1.0000,0.6126,0.3874,0.0627,0.5463,0.6163,0.4668,0.7104,0.5561,0.3975,0.1336,0.3462,0.2282,0.2227,0.6554,0.3446,0.7685,0.2315,0.5404,0.5223,0.5000,0.493930,-0.001214
2025-07-15,22,SPY,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7346,0.5500,0.5000,0.6689,0.7862,0.8024,1.0000,0.7003,0.2997,0.0702,0.7163,0.1444,0.4829,0.5145,0.5433,0.8294,0.4660,0.2377,0.1432,0.2521,0.8410,0.1590,0.9221,0.0779,0.3415,0.1712,0.5000,0.516710,0.003343
2025-07-15,23,DIA,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6708,0.5500,0.5000,0.5993,0.7163,0.6741,1.0000,0.5965,0.4035,0.0834,0.6241,0.1789,0.4602,0.4748,0.4929,0.8233,0.5988,0.1716,0.2344,0.3426,0.7021,0.2979,0.7966,0.2034,0.4152,0.2226,0.5000,0.525084,0.005021
2025-07-15,24,GDX,7,0.2940,0.5980,0.4200,0.5400,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.5497,0.5500,0.5000,0.3418,0.5960,0.9814,1.0000,0.2791,0.7209,0.0593,0.4880,0.5023,0.4370,0.5810,0.4474,0.1388,0.5079,0.1660,0.2498,0.1922,0.3394,0.6606,0.6792,0.3208,0.4387,0.4353,0.5000,0.519363,0.003874
2025-07-15,25,IWM,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.5862,0.5500,0.5000,0.6080,0.7706,0.5911,0.5000,0.5917,0.4083,0.0957,0.5702,0.3093,0.4223,0.4453,0.5869,0.8539,0.6475,0.2105,0.2671,0.2785,0.6242,0.3758,0.7664,0.2336,0.4608,0.2674,0.5000,0.550101,0.010054
2025-07-15,26,QQQ,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7697,0.5500,0.5000,0.7343,0.8455,0.8873,1.0000,0.7677,0.2323,0.0759,0.7187,0.1819,0.5037,0.5396,0.5573,0.8827,0.3436,0.2412,0.1702,0.1853,0.8902,0.1098,0.9517,0.0483,0.3931,0.1753,0.5000,0.505118,0.001024
2025-07-15,27,URA,7,0.3080,0.5720,0.4200,0.4800,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.3990,0.8132,0.5500,0.5000,0.8506,0.9943,0.9991,1.0000,0.9714,0.0286,0.0738,0.5292,0.6049,0.5215,0.7626,0.5593,0.9505,0.2913,0.3897,0.1464,0.1475,0.9255,0.0745,0.9831,0.0169,0.3223,0.4497,0.5000,0.601922,0.020674
2025-07-15,28,URNM,7,0.3080,0.5720,0.4200,0.4800,0.6500,0.6000,0.5000,0.5500,0.5400,0.5500,0.3990,0.7651,0.5500,0.5000,0.7502,0.9766,0.9617,1.0000,0.7717,0.2283,0.0809,0.5316,0.6306,0.5501,0.7362,0.4493,0.9691,0.1440,0.1701,0.1381,0.1688,0.8219,0.1781,0.9410,0.0590,0.2838,0.4809,0.5000,0.605662,0.021456
2025-07-16,0,NVDA,7,0.2240,0.5980,0.4200,0.5000,0.8500,0.7500,0.3200,0.6500,0.5800,0.6200,0.4200,0.8965,0.6500,0.5500,0.9904,0.9974,0.9975,1.0000,0.9417,0.0583,0.2098,0.7811,0.4529,0.5157,0.7393,0.9501,0.9984,0.0943,0.3214,0.1613,0.1868,0.9661,0.0339,0.9833,0.0167,0.4757,0.2084,0.5000,0.547415,0.009512
2025-07-16,1,AAPL,7,0.2380,0.5720,0.4200,0.5200,0.7800,0.6800,0.4200,0.5500,0.5800,0.5800,0.4410,0.6087,0.6800,0.5000,0.7325,0.7168,0.2535,0.5000,0.6887,0.3113,0.1068,0.6755,0.4016,0.5201,0.4768,0.5699,0.8880,0.3114,0.1848,0.1160,0.2651,0.7131,0.2869,0.7387,0.2613,0.3836,0.2089,0.5000,0.496669,-0.000666
2025-07-16,2,AMZN,7,0.2380,0.5720,0.4200,0.5200,0.7800,0.6500,0.4800,0.5800,0.5800,0.5800,0.4410,0.7288,0.5800,0.5000,0.7184,0.8554,0.8270,1.0000,0.6896,0.3104,0.0988,0.6591,0.3598,0.4444,0.5146,0.5768,0.7592,0.3163,0.2778,0.1029,0.3821,0.7956,0.2044,0.9060,0.0940,0.5425,0.2737,0.5000,0.515453,0.003092
2025-07-16,3,COIN,7,0.2520,0.4940,0.4200,0.5200,0.6500,0.5500,0.4200,0.5500,0.5800,0.5800,0.5040,0.8647,0.4800,0.5500,0.9987,1.0000,1.0000,1.0000,0.8236,0.1764,0.4096,0.6501,0.9614,0.6034,0.7863,0.9909,1.0000,0.1750,0.5257,0.0205,0.7961,0.9511,0.0489,0.9639,0.0361,0.7802,0.5291,0.5000,0.652566,0.031517
2025-07-16,4,CRCL,7,0.2800,0.5200,0.4200,0.4800,0.4200,0.3500,0.5000,0.4000,0.5800,0.3800,0.4200,0.7273,0.4000,0.4200,0.9995,0.5000,0.5000,0.5000,0.8210,0.1790,0.4769,0.5893,1.0000,0.9570,0.9623,0.9949,1.0000,1.0000,0.2356,0.0000,0.2727,0.5768,0.4232,0.7200,0.2800,0.5000,0.5000,0.5000,0.540222,0.008062
2025-07-16,5,GME,7,0.2800,0.5200,0.4200,0.4800,0.2500,0.2800,0.3500,0.2500,0.5800,0.4000,0.4200,0.4894,0.3000,0.4200,0.6398,0.0404,0.1440,0.5000,0.6590,0.3410,0.0722,0.5110,0.5894,0.5786,0.6041,0.5000,0.6319,0.2785,0.1751,0.0813,0.0000,0.6000,0.4000,0.1500,0.8500,0.1441,0.4666,0.5000,0.441152,-0.011824
2025-07-16,6,GOOGL,7,0.2380,0.5720,0.4200,0.5200,0.7500,0.6800,0.4500,0.5800,0.5800,0.5500,0.4410,0.7298,0.5500,0.5000,0.8894,0.8948,0.7580,0.5000,0.8683,0.1317,0.1132,0.7194,0.4692,0.5213,0.6724,0.7337,0.7734,0.2449,0.2327,0.0796,0.2732,0.9391,0.0609,0.9629,0.0371,0.5251,0.3829,0.5000,0.516663,0.003334
2025-07-16,7,HOOD,7,0.2520,0.4940,0.4200,0.5200,0.6000,0.5200,0.4500,0.5200,0.5800,0.5500,0.5040,0.8985,0.4500,0.5200,0.9994,1.0000,1.0000,1.0000,0.8827,0.1173,0.3882,0.7496,1.0000,0.6448,0.8633,0.9506,1.0000,0.3446,0.1522,0.3270,0.5016,0.9569,0.0431,0.9768,0.0232,0.7522,0.2602,0.5000,0.604954,0.021307
2025-07-16,8,LMT,7,0.2660,0.6240,0.4410,0.5000,0.6800,0.6000,0.5000,0.5200,0.5400,0.5200,0.4200,0.5126,0.5200,0.5500,0.6398,0.5441,0.3515,0.0000,0.7390,0.2610,0.0481,0.6639,0.3101,0.5115,0.5898,0.5736,0.5819,0.1997,0.3203,0.0519,0.2547,0.6474,0.3526,0.6364,0.3636,0.2744,0.4519,0.5000,0.475945,-0.004815
2025-07-16,9,MARA,7,0.2520,0.4940,0.4200,0.5200,0.4200,0.3800,0.4800,0.5200,0.5800,0.5500,0.5040,0.8195,0.4000,0.5000,0.9998,0.9989,0.9504,0.5000,0.8751,0.1249,0.4473,0.7809,1.0000,0.6411,0.7430,0.9974,0.9999,0.3764,0.3430,0.3301,0.2277,0.7428,0.2572,0.7678,0.2322,0.4031,0.3372,0.5000,0.633037,0.027263
2025-07-16,10,MCD,7,0.2800,0.5980,0.4200,0.5200,0.7000,0.6200,0.5200,0.4800,0.5800,0.5000,0.4200,0.6088,0.5500,0.4500,0.7178,0.3883,0.5008,0.5000,0.7967,0.2033,0.0629,0.7157,0.3124,0.4904,0.5990,0.5296,0.5765,0.2274,0.4387,0.1089,0.5030,0.7987,0.2013,0.4235,0.5765,0.8104,0.2953,0.5000,0.524570,0.004918
2025-07-16,11,META,7,0.2380,0.5720,0.4200,0.5200,0.7200,0.7000,0.4200,0.6000,0.5800,0.5500,0.4410,0.5568,0.5000,0.4800,0.3039,0.7632,0.9352,1.0000,0.2859,0.7141,0.0774,0.4740,0.4106,0.4580,0.3068,0.3619,0.5098,0.3167,0.3331,0.1144,0.2994,0.3501,0.6499,0.7219,0.2781,0.4552,0.2500,0.5000,0.489332,-0.002134
2025-07-16,12,MSFT,7,0.2380,0.5720,0.4200,0.5200,0.8000,0.7200,0.4000,0.6200,0.5800,0.6000,0.4410,0.7858,0.6500,0.5200,0.7510,0.8926,0.9768,1.0000,0.8190,0.1810,0.0692,0.6733,0.2358,0.4984,0.5209,0.6658,0.8737,0.2576,0.2520,0.0628,0.2920,0.9251,0.0749,0.9656,0.0344,0.4532,0.1604,0.5000,0.559836,0.012025
2025-07-16,13,MSTR,7,0.2520,0.4940,0.4200,0.5200,0.5500,0.4200,0.3800,0.5800,0.5800,0.6200,0.5040,0.9062,0.4200,0.5500,0.9990,0.9907,0.9995,1.0000,1.0000,0.0000,0.2721,0.6946,0.7667,0.6205,0.8754,0.9961,0.9988,0.1194,0.4104,0.2754,0.3085,0.9866,0.0134,0.9866,0.0134,0.6263,0.2078,0.5000,0.450155,-0.010002
2025-07-16,14,NFLX,7,0.2380,0.5720,0.4200,0.5200,0.7000,0.6500,0.4500,0.5500,0.5800,0.5500,0.4410,0.5628,0.5500,0.4800,0.2956,0.6601,0.9960,1.0000,0.3217,0.6783,0.0974,0.4474,0.4794,0.4684,0.3568,0.3022,0.6710,0.3259,0.4035,0.2195,0.3364,0.2798,0.7202,0.6187,0.3813,0.6507,0.2358,0.5000,0.594275,0.019083
2025-07-16,15,PLTR,7,0.2380,0.5720,0.4200,0.5200,0.6500,0.5500,0.3500,0.5800,0.5800,0.5500,0.4410,0.8599,0.5000,0.5200,0.9781,0.9868,1.0000,1.0000,0.9768,0.0232,0.1593,0.5809,0.7831,0.5624,0.7478,0.9796,0.9130,0.2367,0.2718,0.1057,0.1794,0.9739,0.0261,0.9870,0.0130,0.4650,0.3319,0.5000,0.600654,0.020410
2025-07-16,16,PYPL,7,0.3500,0.5720,0.4200,0.5600,0.5200,0.5000,0.5500,0.4500,0.5800,0.4800,0.4200,0.4540,0.5000,0.4800,0.4093,0.5567,0.2701,0.5000,0.4362,0.5638,0.1151,0.4964,0.5046,0.5005,0.3782,0.3164,0.5851,0.4094,0.5578,0.1705,0.3674,0.5539,0.4461,0.5799,0.4201,0.6022,0.3053,0.5000,0.560683,0.012197
2025-07-16,17,RIOT,7,0.2520,0.4940,0.4200,0.5200,0.4200,0.3800,0.4800,0.5200,0.5800,0.5500,0.5040,0.7973,0.4000,0.5000,0.9978,0.9997,0.9940,0.5000,0.8050,0.1950,0.4011,0.7525,1.0000,0.6506,0.6316,0.9470,0.9997,0.2530,0.3482,0.1003,0.2665,0.7741,0.2259,0.8197,0.1803,0.4189,0.3656,0.5000,0.770162,0.060461
2025-07-16,18,SNAP,7,0.2380,0.5720,0.4200,0.5200,0.4000,0.3500,0.5500,0.3500,0.5800,0.3500,0.4410,0.7373,0.4000,0.3800,0.9898,0.9755,0.3436,0.5000,0.8456,0.1544,0.2650,0.7672,0.8153,0.5754,0.7657,0.6961,0.9972,0.2883,0.3387,0.1852,0.4158,0.9139,0.0861,0.9139,0.0861,0.7016,0.3061,0.5000,0.626586,0.025880
2025-07-16,19,SPCX,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7399,0.5500,0.5000,0.6812,0.7876,0.7954,1.0000,0.7221,0.2779,0.0684,0.7233,0.1529,0.5128,0.5004,0.5659,0.7921,0.2543,0.2549,0.1728,0.3033,0.8931,0.1069,0.9470,0.0530,0.3074,0.1768,0.5000,0.526843,0.005374
2025-07-16,20,TSLA,7,0.2380,0.5720,0.4200,0.5200,0.6800,0.5200,0.3500,0.5000,0.5800,0.5200,0.4410,0.5691,0.4500,0.5500,0.6825,0.4908,0.5704,0.5000,0.5906,0.4094,0.1689,0.4726,0.7736,0.6366,0.8511,0.8510,0.3115,0.3772,0.1976,0.1667,0.1747,0.4784,0.5216,0.5239,0.4761,0.4016,0.3191,0.5000,0.464928,-0.007026
2025-07-16,21,WPM,7,0.2940,0.5980,0.4200,0.5400,0.5800,0.5200,0.5000,0.5200,0.5800,0.5500,0.4200,0.6677,0.5000,0.5000,0.5819,0.7428,0.9949,1.0000,0.6104,0.3896,0.0599,0.5280,0.6183,0.4951,0.5924,0.5777,0.3706,0.2454,0.3123,0.2391,0.2301,0.6410,0.3590,0.7630,0.2370,0.5471,0.5235,0.5000,0.417877,-0.016575
2025-07-16,22,SPY,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7440,0.5500,0.5000,0.6849,0.7933,0.8118,1.0000,0.7250,0.2750,0.0690,0.7296,0.1522,0.5134,0.5013,0.5661,0.7954,0.3487,0.2797,0.1600,0.2538,0.8988,0.1012,0.9504,0.0496,0.2952,0.1696,0.5000,0.530560,0.006120
2025-07-16,23,DIA,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6918,0.5500,0.5000,0.6354,0.7383,0.6951,1.0000,0.6384,0.3616,0.0802,0.6603,0.1863,0.5201,0.4757,0.4645,0.8059,0.3051,0.2339,0.2116,0.3441,0.7777,0.2223,0.8482,0.1518,0.3860,0.2229,0.5000,0.532281,0.006465
2025-07-16,24,GDX,7,0.2940,0.5980,0.4200,0.5400,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.5803,0.5500,0.5000,0.4056,0.6106,0.9825,1.0000,0.3628,0.6372,0.0557,0.4951,0.5194,0.5155,0.5310,0.4736,0.2440,0.1605,0.1482,0.2416,0.1887,0.4065,0.5935,0.7000,0.3000,0.4289,0.4347,0.5000,0.444270,-0.011193
2025-07-16,25,IWM,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.6358,0.5500,0.5000,0.6955,0.8119,0.6390,0.5000,0.6774,0.3226,0.0931,0.6474,0.3167,0.5401,0.4415,0.5854,0.8458,0.2951,0.2881,0.2514,0.2933,0.7386,0.2614,0.8375,0.1625,0.4390,0.2675,0.5000,0.565231,0.013121
2025-07-16,26,QQQ,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7633,0.5500,0.5000,0.7228,0.8388,0.8879,1.0000,0.7550,0.2450,0.0752,0.7127,0.1938,0.5041,0.5093,0.6156,0.8246,0.3544,0.3002,0.1505,0.1975,0.9055,0.0945,0.9585,0.0415,0.3369,0.1741,0.5000,0.540376,0.008093
2025-07-16,27,URA,7,0.3080,0.5720,0.4200,0.4800,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.3990,0.8651,0.5500,0.5000,0.9356,0.9963,0.9995,1.0000,1.0000,0.0000,0.0883,0.6234,0.5994,0.5819,0.8551,0.8477,0.8539,0.2585,0.3841,0.2416,0.0951,0.9844,0.0156,0.9960,0.0040,0.3131,0.4570,0.5000,0.553557,0.010753
2025-07-16,28,URNM,7,0.3080,0.5720,0.4200,0.4800,0.6500,0.6000,0.5000,0.5500,0.5400,0.5500,0.3990,0.8400,0.5500,0.5000,0.8879,0.9860,0.9761,1.0000,0.9644,0.0356,0.0891,0.5957,0.6331,0.5850,0.8646,0.7236,0.8466,0.2217,0.1678,0.2463,0.0794,0.9469,0.0531,0.9811,0.0189,0.2720,0.4817,0.5000,0.559438,0.011944
2025-07-17,0,NVDA,7,0.2240,0.5980,0.4200,0.5000,0.8500,0.7500,0.3200,0.6500,0.5800,0.6200,0.4200,0.8976,0.6500,0.5500,0.9905,0.9976,0.9979,1.0000,0.9381,0.0619,0.2122,0.7876,0.4537,0.5380,0.7474,0.9244,0.9991,0.2563,0.3195,0.1523,0.1951,0.9639,0.0361,0.9817,0.0183,0.4796,0.2085,0.5000,0.482955,-0.003410
2025-07-17,1,AAPL,7,0.2380,0.5720,0.4200,0.5200,0.7800,0.6800,0.4200,0.5500,0.5800,0.5800,0.4410,0.5931,0.6800,0.5000,0.6891,0.7055,0.2525,0.5000,0.6640,0.3360,0.0970,0.6873,0.3953,0.4973,0.4440,0.4293,0.9291,0.2561,0.2392,0.0845,0.2731,0.7065,0.2935,0.7327,0.2673,0.3805,0.2077,0.5000,0.527588,0.005523
2025-07-17,2,AMZN,7,0.2380,0.5720,0.4200,0.5200,0.7800,0.6500,0.4800,0.5800,0.5800,0.5800,0.4410,0.7330,0.5800,0.5000,0.7288,0.8536,0.8340,1.0000,0.7005,0.2995,0.0986,0.6099,0.3328,0.5124,0.5364,0.6107,0.8140,0.1529,0.2834,0.1046,0.3839,0.8302,0.1698,0.9219,0.0781,0.5372,0.2724,0.5000,0.550082,0.010050
2025-07-17,3,COIN,7,0.2520,0.4940,0.4200,0.5200,0.6500,0.5500,0.4200,0.5500,0.5800,0.5800,0.5040,0.8742,0.4800,0.5500,0.9992,1.0000,1.0000,1.0000,0.9202,0.0798,0.3397,0.6317,0.9119,0.6235,0.7541,0.9815,1.0000,0.3365,0.4548,0.0257,0.8397,0.9682,0.0318,0.9766,0.0234,0.5924,0.5290,0.5000,0.608184,0.021984
2025-07-17,4,CRCL,7,0.2800,0.5200,0.4200,0.4800,0.4200,0.3500,0.5000,0.4000,0.5800,0.3800,0.4200,0.6958,0.4000,0.4200,0.9990,0.5000,0.5000,0.5000,0.8271,0.1729,0.4225,0.5594,1.0000,0.5322,0.9598,0.9997,1.0000,0.0846,0.3486,0.0000,0.2806,0.5767,0.4233,0.7280,0.2720,0.5000,0.5000,0.5000,0.276603,-0.048069
2025-07-17,5,GME,7,0.2800,0.5200,0.4200,0.4800,0.2500,0.2800,0.3500,0.2500,0.5800,0.4000,0.4200,0.4186,0.3000,0.4200,0.4832,0.0317,0.1191,0.5000,0.4809,0.5191,0.0703,0.4592,0.5708,0.4528,0.5646,0.3603,0.6512,0.2221,0.1931,0.1385,0.0000,0.4634,0.5366,0.1303,0.8697,0.1430,0.4699,0.5000,0.474382,-0.005128
2025-07-17,6,GOOGL,7,0.2380,0.5720,0.4200,0.5200,0.7500,0.6800,0.4500,0.5800,0.5800,0.5500,0.4410,0.7226,0.5500,0.5000,0.8952,0.8979,0.7684,0.5000,0.8587,0.1413,0.1196,0.6949,0.4664,0.5133,0.6617,0.6663,0.8202,0.2332,0.2404,0.0797,0.2813,0.9664,0.0336,0.9795,0.0205,0.5258,0.3821,0.5000,0.540223,0.008062
2025-07-17,7,HOOD,7,0.2520,0.4940,0.4200,0.5200,0.6000,0.5200,0.4500,0.5200,0.5800,0.5500,0.5040,0.8895,0.4500,0.5200,0.9995,1.0000,1.0000,1.0000,0.9058,0.0942,0.3783,0.7522,1.0000,0.5844,0.7970,0.8706,1.0000,0.1085,0.2292,0.1792,0.5184,0.9631,0.0369,0.9804,0.0196,0.7151,0.2608,0.5000,0.692888,0.040683
2025-07-17,8,LMT,7,0.2660,0.6240,0.4410,0.5000,0.6800,0.6000,0.5000,0.5200,0.5400,0.5200,0.4200,0.4717,0.5200,0.5500,0.5953,0.5076,0.3347,0.0000,0.6879,0.3121,0.0411,0.6356,0.3093,0.4808,0.5525,0.5889,0.3229,0.2453,0.2760,0.0646,0.2172,0.5739,0.4261,0.5873,0.4127,0.2307,0.4512,0.5000,0.444391,-0.011168
2025-07-17,9,MARA,7,0.2520,0.4940,0.4200,0.5200,0.4200,0.3800,0.4800,0.5200,0.5800,0.5500,0.5040,0.8204,0.4000,0.5000,0.9999,0.9994,0.9724,0.5000,0.8947,0.1053,0.4581,0.7873,1.0000,0.6074,0.7352,0.9547,1.0000,0.1318,0.4308,0.2485,0.2103,0.8090,0.1910,0.8275,0.1725,0.3914,0.3325,0.5000,0.386822,-0.023035
2025-07-17,10,MCD,7,0.2800,0.5980,0.4200,0.5200,0.7000,0.6200,0.5200,0.4800,0.5800,0.5000,0.4200,0.6383,0.5500,0.4500,0.7529,0.4298,0.5252,0.5000,0.8375,0.1625,0.0660,0.7279,0.3142,0.5197,0.5331,0.6194,0.7241,0.3088,0.3174,0.0959,0.4929,0.8747,0.1253,0.4638,0.5362,0.7482,0.2951,0.5000,0.445288,-0.010986
2025-07-17,11,META,7,0.2380,0.5720,0.4200,0.5200,0.7200,0.7000,0.4200,0.6000,0.5800,0.5500,0.4410,0.5341,0.5000,0.4800,0.2793,0.7330,0.9307,1.0000,0.2507,0.7493,0.0761,0.3704,0.3896,0.4915,0.3295,0.3951,0.5523,0.2016,0.3460,0.1253,0.3022,0.3285,0.6715,0.7126,0.2874,0.4532,0.2467,0.5000,0.520448,0.004092
2025-07-17,12,MSFT,7,0.2380,0.5720,0.4200,0.5200,0.8000,0.7200,0.4000,0.6200,0.5800,0.6000,0.4410,0.8319,0.6500,0.5200,0.8239,0.9168,0.9820,1.0000,0.9545,0.0455,0.0679,0.6808,0.2385,0.5480,0.6005,0.7406,0.9216,0.3275,0.2576,0.0640,0.3041,0.9591,0.0409,0.9799,0.0201,0.4680,0.1603,0.5000,0.483883,-0.003225
2025-07-17,13,MSTR,7,0.2520,0.4940,0.4200,0.5200,0.5500,0.4200,0.3800,0.5800,0.5800,0.6200,0.5040,0.8727,0.4200,0.5500,0.9969,0.9854,0.9993,1.0000,0.9076,0.0924,0.2839,0.6854,0.7773,0.4601,0.8028,0.9547,0.9992,0.1709,0.4229,0.2177,0.3074,0.9403,0.0597,0.9404,0.0596,0.6210,0.2095,0.5000,0.223382,-0.062303
2025-07-17,14,NFLX,7,0.2380,0.5720,0.4200,0.5200,0.7000,0.6500,0.4500,0.5500,0.5800,0.5500,0.4410,0.6499,0.5500,0.4800,0.4910,0.7645,0.9974,1.0000,0.4920,0.5080,0.0898,0.4292,0.4711,0.5757,0.5932,0.4482,0.8226,0.7525,0.4279,0.2548,0.3914,0.4690,0.5310,0.7188,0.2812,0.6691,0.2388,0.5000,0.265189,-0.050959
2025-07-17,15,PLTR,7,0.2380,0.5720,0.4200,0.5200,0.6500,0.5500,0.3500,0.5800,0.5800,0.5500,0.4410,0.8788,0.5000,0.5200,0.9899,0.9923,1.0000,1.0000,1.0000,0.0000,0.1789,0.5950,0.7632,0.5809,0.8338,0.9843,0.9820,0.2727,0.2570,0.1104,0.1769,0.9378,0.0622,0.9664,0.0336,0.4598,0.3038,0.5000,0.484744,-0.003052
2025-07-17,16,PYPL,7,0.3500,0.5720,0.4200,0.5600,0.5200,0.5000,0.5500,0.4500,0.5800,0.4800,0.4200,0.5114,0.5000,0.4800,0.5324,0.6345,0.3198,0.5000,0.5237,0.4763,0.1093,0.5234,0.4997,0.5486,0.3808,0.3095,0.8292,0.1906,0.6630,0.1595,0.3711,0.6443,0.3557,0.6443,0.3557,0.5441,0.3042,0.5000,0.520974,0.004197
2025-07-17,17,RIOT,7,0.2520,0.4940,0.4200,0.5200,0.4200,0.3800,0.4800,0.5200,0.5800,0.5500,0.5040,0.8283,0.4000,0.5000,0.9998,1.0000,0.9986,0.5000,0.9210,0.0790,0.4061,0.7640,1.0000,0.7246,0.7641,0.9102,1.0000,0.5708,0.4865,0.1052,0.2577,0.9331,0.0669,0.9466,0.0534,0.4167,0.3687,0.5000,0.688946,0.039760
2025-07-17,18,SNAP,7,0.2380,0.5720,0.4200,0.5200,0.4000,0.3500,0.5500,0.3500,0.5800,0.3500,0.4410,0.7682,0.4000,0.3800,0.9957,0.9884,0.4651,0.5000,0.9002,0.0998,0.2723,0.7774,0.8372,0.6021,0.7722,0.8042,0.9994,0.2598,0.3950,0.1557,0.4450,0.9191,0.0809,0.9191,0.0809,0.7118,0.3055,0.5000,0.550284,0.010091
2025-07-17,19,SPCX,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7576,0.5500,0.5000,0.7114,0.8039,0.8119,1.0000,0.7800,0.2200,0.0645,0.7119,0.1494,0.5215,0.5135,0.5697,0.8630,0.2823,0.2636,0.1668,0.3016,0.9797,0.0203,0.9899,0.0101,0.3001,0.1741,0.5000,0.499548,-0.000090
2025-07-17,20,TSLA,7,0.2380,0.5720,0.4200,0.5200,0.6800,0.5200,0.3500,0.5000,0.5800,0.5200,0.4410,0.5222,0.4500,0.5500,0.5949,0.4208,0.5300,0.5000,0.5455,0.4545,0.1689,0.4705,0.7784,0.4719,0.6492,0.5739,0.5838,0.1299,0.1797,0.1353,0.1718,0.4455,0.5545,0.5006,0.4994,0.3928,0.3183,0.5000,0.655021,0.032059
2025-07-17,21,WPM,7,0.2940,0.5980,0.4200,0.5400,0.5800,0.5200,0.5000,0.5200,0.5800,0.5500,0.4200,0.5662,0.5000,0.5000,0.3914,0.6238,0.9920,1.0000,0.3502,0.6498,0.0589,0.4715,0.6429,0.4341,0.4507,0.4521,0.2967,0.2419,0.2650,0.2649,0.2363,0.4452,0.5548,0.6878,0.3122,0.5762,0.5130,0.5000,0.461872,-0.007640
2025-07-17,22,SPY,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7659,0.5500,0.5000,0.7218,0.8126,0.8295,1.0000,0.7925,0.2075,0.0652,0.7227,0.1491,0.5245,0.5177,0.5759,0.8694,0.1371,0.3135,0.1698,0.2444,0.9901,0.0099,0.9951,0.0049,0.2891,0.1667,0.5000,0.496339,-0.000732
2025-07-17,23,DIA,7,0.2660,0.5460,0.4200,0.5200,0.6500,0.6000,0.5000,0.5500,0.5800,0.5500,0.4200,0.7151,0.5500,0.5000,0.6785,0.7663,0.7214,1.0000,0.7010,0.2990,0.0743,0.6494,0.1828,0.5258,0.4857,0.5072,0.8737,0.1981,0.3105,0.2118,0.3632,0.8755,0.1245,0.9150,0.0850,0.3802,0.2193,0.5000,0.480024,-0.003997
